Title,Description,Topic,Video ID,URL,Views
Contraceptive methods | PSM lecture | Community Medicine lecture | PSM made easy | PSM revision,Notes - https://drive.google.com/file/d/1nBhmdVRoMW4SXm9UObNboThkZ_gADnwJ/view?usp=drivesdk In this video i have ...,Health and medicine,0spCKJwnKTU,https://www.youtube.com/watch?v=0spCKJwnKTU,106417
CST and CSE কি Same? | Computer science and technology | Jexpo counselling date 2022 | I am Subha,CST and CSE কি Same? | Computer science and technology | Jexpo counselling date 2022 | I am Subha About : The different ...,Computer Science and technology,LBh2g-B68fg,https://www.youtube.com/watch?v=LBh2g-B68fg,8795
Best Strategy for Humanities Session 2024-25 | Class 11 and 12 Humanities/Arts Stream Guide,"Class 11 Humanities and Class 12 Humanities Guide, Tips and Strategy to Become a Topper OSWAL GURUKUL BOOKS: Class ...",Arts and Humanities,2beEMh8C5UM,https://www.youtube.com/watch?v=2beEMh8C5UM,25364
Girl asking for help [KINDNESS MAN] #kindness #respect #goodman #happy #humanities,Thank you for supporting our channel. Subscribe to our channel to see touching and meaningful stories every day. LIKE + SHARE ...,Arts and Humanities,5_cHNttw5Sw,https://www.youtube.com/watch?v=5_cHNttw5Sw,42918
"Self Help and Personal Development: Motivation, Improvement, Growth and Success - Audiobook","You're listening to this self help audiobook because you're ready to make some positive, enduring changes in the way you live ...",Personal development,uigQ-ljB_VE,https://www.youtube.com/watch?v=uigQ-ljB_VE,45231
SOCIAL STUDIES REVISION GRADE 7 AND 8,social studies revision questions and answers grade 7 and 8.,Social Studies,g59FljBX-XM,https://www.youtube.com/watch?v=g59FljBX-XM,20034
Personal development,,Personal development,Ukp7Z6e9zTs,https://www.youtube.com/watch?v=Ukp7Z6e9zTs,598
The HISTORY of MATHEMATICS. Documentary,"The documentary film ""History of Mathematics"" takes viewers on a fascinating journey through time to explore the evolution of ...",Mathematics,2WcbPcGrQZU,https://www.youtube.com/watch?v=2WcbPcGrQZU,1662452
10 Must-Know Business Finance Terms,"Learn 10 key business finance terms that span accounting, financial statement analysis, debt financing, and more. The world of ...",Business and finance,0kD4X2fgxGs,https://www.youtube.com/watch?v=0kD4X2fgxGs,86572
Quiz Time | Maths Quiz for Kids | Mixed Operations Quiz for Kids | Learn Mathematics |,Quiz Link - https://www.aatoonskids.com/mixed-operations-quiz/ Quiz Time | Maths Quiz for Kids | Mixed Operations Quiz for Kids ...,Mathematics,vhGn3pasfPA,https://www.youtube.com/watch?v=vhGn3pasfPA,474136
&quot;Why CS50 is the Best Introduction to Computer Science&quot;,,Computer Science and technology,PatzCMmTHbg,https://www.youtube.com/watch?v=PatzCMmTHbg,101
T-SAT || Social Studies - Africa part - 1  (E/M) - 7th Class || Digital Classes || LIVE,SoFTNET T-SAT || Social Studies - Africa part - 1 (E/M) - 7th Class || Digital Classes || LIVE #Telugu_Medium #TSAT_NETWORK ...,Social Studies,GGgPWI--efE,https://www.youtube.com/watch?v=GGgPWI--efE,13256
What Jobs Can You Get With a Computer Science Degree?,Computer science is a very rewarding field that can lead to many different careers. From video game design to software ...,Computer Science and technology,GHCZeK5aw0Q,https://www.youtube.com/watch?v=GHCZeK5aw0Q,51094
"Personal Development / Motivation &amp; Inspiration / Wow Place India - New Videos, Sagar",,Personal development,#NAME?,https://www.youtube.com/watch?v=-FPnl3C2_kM,100
The Insane Math Of Knot Theory,There is an entire branch of math simply devoted to knots – and it has changed the world. We'll rope you in. Head to ...,Mathematics,8DBhTXM_Br4,https://www.youtube.com/watch?v=8DBhTXM_Br4,7972612
Breaking Down My Computer Science Degree | Wits University | South Africa,"Hi everyone! This video just covers my computer science degree from start to finish at Wits University, I hope you guys enjoy and ...",Computer Science and technology,25DmJameqeU,https://www.youtube.com/watch?v=25DmJameqeU,4168
Level 1 to 100 Science Gadgets,"These are some of the world's most amazing science gadgets and toys! Get the gadgets in this video for only $0.01... yes, you ...",Science,yFRoKxOkNSk,https://www.youtube.com/watch?v=yFRoKxOkNSk,5987251
লক্ষ্য ২৯ ছেপ্টেম্বৰ / General Knowledge &amp; Social Studies/ Practice Set - 1/ Marks :65 | ADRE 2.0,Course Links:- ADRE/ Assam Police Crash Course: https://shorturl.at/cArYS ADRE / Assam Police Comprehensive Course:- ...,Social Studies,v9d8q-fuTdk,https://www.youtube.com/watch?v=v9d8q-fuTdk,60200
Producers and Consumers | Social Studies for Kids | Kids Academy,Thousands of parents and educators are turning to the kids' learning app that makes real learning truly fun. Try Kids Academy with ...,Social Studies,PAbBd0UjPzE,https://www.youtube.com/watch?v=PAbBd0UjPzE,534508
The Northern Plains | Class - 4 | Social Studies | CBSE / NCERT Syllabus | Rivers in Plains,"TheNorthernPlains #class4socialstudies #CBSESocialStudies #RiverBasins ~~~~~~~~~~~~~~~~~~~ Music Credit: Song: ""Naoya ...",Social Studies,2eit8arQ6yg,https://www.youtube.com/watch?v=2eit8arQ6yg,338829
How To APPROACH &amp; ANSWER SOCIAL STUDIES QUESTIONS; A1 Approach📚 #bece #wassce #exam #exampreparation,"Wondering why a lot of candidates underperform in this subject after writing all they can?  ‍♂️ Well, that problem is solved in ...",Social Studies,sFRaZkQ-Ajc,https://www.youtube.com/watch?v=sFRaZkQ-Ajc,39637
Critical pedagogy full concept with Questions|osstet pedagogy class|osstet and contract teacher|,Critical pedagogy full concept with Questions|osstet pedagogy class|osstet and contract teacher|critical pedagogy Procedure to ...,Education and Pedagogy,tWZZL424gko,https://www.youtube.com/watch?v=tWZZL424gko,115001
Why do these Languages use Double Negation?,,languages,JfmIjXAjycM,https://www.youtube.com/watch?v=JfmIjXAjycM,582724
How Science Proved That FUTURE Changes the PAST | Retrocausality Explained,Explore the intriguing world of retrocausality and how future events may influence the past in this engaging video. Discover the ...,Science,s657uTgiOTY,https://www.youtube.com/watch?v=s657uTgiOTY,1445137
Is Alternative Medicine|homeopathic medicine effective in cancer?-Dr. Surekha Tiwari|Doctor&#39; Circle,Get to know your specialist personally https://www.youtube.com/channel/UCkoWFmP6D0fZsfBbSJFyO-w World's Largest Video ...,Health and medicine,9bS3X3CGKg4,https://www.youtube.com/watch?v=9bS3X3CGKg4,111116
Sources of Business Finance | Part 2 | Chapter 8 | Class 11,Sources of Business Finance | Part 2 | Chapter 8 | Class 11 Subscribe Our Channels – Rajat Arora : / @rajataroraofficial Rajat ...,Business and finance,ZSxB5Xcq5GE,https://www.youtube.com/watch?v=ZSxB5Xcq5GE,344222
Adre 2.0 || adre grade 3 and 4 science questions | সাধাৰণ বিজ্ঞানৰ প্ৰশ্ন | assam career point,Adre 2.0 || adre grade 3 and 4 science questions | সাধাৰণ বিজ্ঞানৰ প্ৰশ্ন | assam career point Your ...,Social Studies,WuwSeFXG0bI,https://www.youtube.com/watch?v=WuwSeFXG0bI,73389
Sir I am CA 🤭 mock interview #upsc  #shorts,Sir I am CA mock interview #upsc #shorts.,Business and finance,W7n7v5yy4tQ,https://www.youtube.com/watch?v=W7n7v5yy4tQ,1532443
"Grant Rosinko, 2018 Lang Prize Winner, 1st Place in Arts, Humanities &amp; Social Sciences",Grant Rosinko '18 received the UC Davis Library's Norma J. Lang Prize for Undergraduate Information Research in 2018 for his ...,Arts and Humanities,2CYFUQPIzM0,https://www.youtube.com/watch?v=2CYFUQPIzM0,101
Quick calculation of reverse number subtraction💥❤️🥰🧠👈#maths #mathstricks #subtraction #foryou,,Mathematics,S5kv4JVuBv0,https://www.youtube.com/watch?v=S5kv4JVuBv0,844385
Learn and Grow: Embracing Life&#39;s Experiences for Personal Development,From The Daddy Everyday Show on EbonVision​⁠ on YouTube. #daddyeveryday #daddyeverydayshow #ebonvision ...,Personal development,vVEHLaX3Hf4,https://www.youtube.com/watch?v=vVEHLaX3Hf4,440
Teaching English through music and dance! #LearnEnglish #Pedagogy #EnglishIsFun #ArtIntegratedClass,,Education and Pedagogy,#NAME?,https://www.youtube.com/watch?v=-TQ86cUhIBo,1035
Health Secrets to Live Longer | Amazing facts in Hindi | #shorts #facts,Health Secrets to Live Longer | Amazing facts in Hindi | #shorts #facts #factsinhindi #healthtips #amazingfacts #intrestingfacts ...,Health and medicine,wKam54C2AYM,https://www.youtube.com/watch?v=wKam54C2AYM,56462
#hospital#clinical#rotation#waiting#time#enjoyment#mbbs#mbbsstudent#dummy#medico#love#medicine#proud,,Health and medicine,Sa46-lyVz6s,https://www.youtube.com/watch?v=Sa46-lyVz6s,2179
What are Functions of Finance ? #shorts #short,shortsfeed #shortvideo #shorts #short.,Business and finance,gpnxCWhZdhU,https://www.youtube.com/watch?v=gpnxCWhZdhU,105
Social studies Meaning,"Video shows what social studies means. The study of history, geography, civics, sociology, economics, and other social-science ...",Social Studies,KWvsfpsUyiI,https://www.youtube.com/watch?v=KWvsfpsUyiI,60526
#funny me and my bestie during social studies,,Social Studies,gXdONzWeP2k,https://www.youtube.com/watch?v=gXdONzWeP2k,7
3XDAVS - Science,"https://genius.com/3xdavs-science-lyrics Premier projet "" MA FACON "" disponible ici ⬇️ https://3xdavs.fanlink.tv/mafacon Suivez ...",Science,AdvYKwGiQ8M,https://www.youtube.com/watch?v=AdvYKwGiQ8M,29013
Why Learn Social Studies?,"In a plain and simple way, Mr. Beat explains why everyone should learn social studies. Music by Electric Needle Room ...",Social Studies,SdvFwBPth7w,https://www.youtube.com/watch?v=SdvFwBPth7w,141139
Mathematics genius,Boy solves very difficult equation.,Mathematics,Liqs0k4bXvY,https://www.youtube.com/watch?v=Liqs0k4bXvY,4922847
"American was Shocked by Word Differences of Slavic Languages!! (Poland, Ukraine, Serbia, Slovenia)",World Friends Facebook https://www.facebook.com/people/World-Friends/100090310914821 Slavic Language words are ...,languages,YpRHf9nQkts,https://www.youtube.com/watch?v=YpRHf9nQkts,1130122
Arts and Humanities -  Lesson 1,Lesson 1 -What is Humanities?,Arts and Humanities,C-hwANYBpnw,https://www.youtube.com/watch?v=C-hwANYBpnw,1019
Arts &amp; Humanities in the city of Glasgow,"Some of our students tell us why Glasgow is a great city to study Arts & Humanities. The University of Glasgow, changing the world ...",Arts and Humanities,NXjm8i-kOQE,https://www.youtube.com/watch?v=NXjm8i-kOQE,6094
Kali Nitricum ! Homeopathic medicine for kidney failure ? symptoms | How to use |,Namaskar doston is Video me Maine Homeopathic Medicine Kali Nitricum ke bare me jaankari Dee hai Yeah medicine kidney ...,Health and medicine,hW8FmttpHrQ,https://www.youtube.com/watch?v=hW8FmttpHrQ,400446
The Man Who Revolutionized Computer Science With Math,Leslie Lamport revolutionized how computers talk to each other. The Turing Award-winning computer scientist pioneered the field ...,Computer Science and technology,rkZzg7Vowao,https://www.youtube.com/watch?v=rkZzg7Vowao,2913740
Can you WRITE in Sign Language? #ASL #AmericanSignLanguage #CODA #SignLanguage #LearnSignLanguage,,languages,csL6cNtoGxI,https://www.youtube.com/watch?v=csL6cNtoGxI,848293
How Amazon Outsmarted Walmart: The Retail Revolution,"Walmart: A Cautionary Tale Walmart, once a retail behemoth, didn't see it coming. They were so focused on low prices that they ...",Business and finance,dYbiZAJA5yQ,https://www.youtube.com/watch?v=dYbiZAJA5yQ,544
This Italian polyglot speaks 15 languages. What’s his secret? (feat. @LucaLampariello),Learn languages like I do with LingQ: https://tinyurl.com/2bc7m44w My 10 FREE secrets to language learning: ...,languages,7iTHzdrVbc8,https://www.youtube.com/watch?v=7iTHzdrVbc8,26980
sa1 social question paper 2024 6th class|| andhra Pradesh sa1 social question paper 2024 6th class,Andhra 6th class Essay 1 social question paper Andhra Pradesh 6th class Essay 1 social important question paper Andhra ...,Social Studies,gSdPwzW60BQ,https://www.youtube.com/watch?v=gSdPwzW60BQ,8684
VOCÊ NÃO PRECISARÁ DE NINGUÉM Na sua VIDA QUANDO APRENDER ISTO | ESTOICISMO 🏛️,Suadações a todos! Você já parou para pensar que a única pessoa de quem realmente precisa para ser feliz é você mesmo ...,Personal development,GXqD-lzM2lw,https://www.youtube.com/watch?v=GXqD-lzM2lw,30268
CTET 2023 - Learning &amp; Pedagogy Latest Questions by Himanshi Singh | CDP Topic-09,Free CTET Notes Link by Himanshi Singh: https://bit.ly/3hsN4EI CTET Official Website Link to fill out the online form: ...,Education and Pedagogy,eN8v2RagLkg,https://www.youtube.com/watch?v=eN8v2RagLkg,574750
Finance Kya Hai | Finance Company Ka Kam Kya Hota Hai | Types Of Finance In Hindi,Finance kitne prakar ke hote hai what is finance meaning in hindi finance work kya hai finance company ka kam kya hota hai ...,Business and finance,DtMfx0zLWMk,https://www.youtube.com/watch?v=DtMfx0zLWMk,65173
"Railway ALP Exam 2024-25 | Advance Maths Best 50 Questions for NTPC, Group D &amp; RPF | Gagan Pratap",Buy Any Books : https://linktr.ee/gaganpratapbook ❤️। Gagan Pratap Sir Join Our New Maths Special (ZERO TO HERO ...,Mathematics,86D9_6BvTSc,https://www.youtube.com/watch?v=86D9_6BvTSc,112826
JAW unLOCKED- Tender and Sore Facial Muscles Released- Super Satisfying Neck &amp; Back Cracks #shorts,,Health and medicine,NFzdob9FMVo,https://www.youtube.com/watch?v=NFzdob9FMVo,200953
Amazing Personal Development Exercise You Gotta Do,"https://jimmynaraine.activehosted.com/f/1 Occasionally, I send special offers to my students including FREE access to courses, ...",Personal development,EEzsBXlBotA,https://www.youtube.com/watch?v=EEzsBXlBotA,4448
University of Florida College of Medicine Match Day 2016,Students from the University of Florida College of Medicine's class of 2016 discover where they will spend the next four years — or ...,Health and medicine,stHgkt5N-2I,https://www.youtube.com/watch?v=stHgkt5N-2I,47471
Japanese Multilingual Guy STUNS Strangers by Speaking Their Language!,Instagram: @kazulanguages - https://www.instagram.com/kazulanguages/ ○TikTok: https://www.tiktok.com/@kazulanguages ...,languages,vjV5IPtzJXg,https://www.youtube.com/watch?v=vjV5IPtzJXg,869785
Mensuration Trouble #homoeopathy #medicine #relief #healthylifestyle #health #viral #mensuration,mensuration #periods #womenempowerment #women #instagram #pcos #sanitarypads #physiotherapy #pregnancy #infertility ...,Health and medicine,lkbJbySdLsI,https://www.youtube.com/watch?v=lkbJbySdLsI,10
Why Business &amp; Finance at The King&#39;s College?,"""As Christians, making the world a better place and making money don't have to be in conflict,"" says Dr. Dami Kabiawu, assistant ...",Business and finance,VtlnK1VpjiM,https://www.youtube.com/watch?v=VtlnK1VpjiM,46022
"Pedagogy Practice Series for CTET, DSSSB, JTET, HTET, UTET etc. by Himanshi Singh | Class-03","In this video, we'll discuss the New Pedagogy Questions series free for all the teaching exams. such as DSSSB, KVS, JTET, ...",Education and Pedagogy,EfldZodGXnY,https://www.youtube.com/watch?v=EfldZodGXnY,92655
conlangs are so back #linguistics #language #pidgin #sociology #etymology,,languages,OnTEiNSWMZ0,https://www.youtube.com/watch?v=OnTEiNSWMZ0,3800115
are you excited for 2025?,The ultimate study tool: https://www.notion.so/templates/scholar-os I'll edit your college essay: ...,Arts and Humanities,igRZ1P3PwnQ,https://www.youtube.com/watch?v=igRZ1P3PwnQ,56935
